Fecha denuncia,Via de ingreso,Departamento,Motivo 1,Motivo 2,Motivo 3,Derivacion ext 1,Derivacion ext 2
2023-11-15,Teléfono,San José,"Caza, tenencia y venta ilegal de fauna",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-11-15,Web,Colonia,Vertidos de efluentes industriales,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-11-15,Web,Maldonado,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,GD-Maldonado,Sin Dato
2023-11-15,Web,Maldonado,Otros,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-11-16,Web,Montevideo,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-11-16,Correo electrónico,Soriano,"Residuos industriales, especiales y otros",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-11-17,Web,Montevideo,"Vertidos de efluentes de locales comerciales, residencias",Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-11-16,Web,Maldonado,"Olores molestos provenientes de comercios, residencias",Sin Dato,Sin Dato,GD-Maldonado,Sin Dato
2023-11-17,Teléfono,Canelones,Otros,Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-11-17,Web,Salto,Vertidos de efluentes industriales,Sin Dato,Sin Dato,GD-Salto,Sin Dato
2023-11-15,Correo electrónico,Montevideo,Denuncias vinculadas a la construcción de la obra del Ferrocarril Central,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-11-18,Web,Maldonado,Contaminación cuerpo de agua,Afectación de humedales y/o áreas de interés ecosistémico,Sin Dato,GD-Maldonado,Sin Dato
2023-11-19,Web,Flores,"Residuos industriales, especiales y otros",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-11-19,Web,Flores,Residuos asimilables a urbanos,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-11-19,Web,Treinta y Tres,"Caza, tenencia y venta ilegal de fauna",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-11-19,Web,Paysandú,"Olores molestos provenientes de industrias, saneamiento, establecimientos de engorde a corral, vertederos,gestores de residuos, otros",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-11-20,Web,Maldonado,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-11-20,Web,Maldonado,"Caza, tenencia y venta ilegal de fauna",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-11-20,Web,Montevideo,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-11-20,Web,Canelones,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-11-21,Web,Montevideo,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-11-21,Web,Cerro Largo,"Caza, tenencia y venta ilegal de fauna",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-11-21,Web,Montevideo,"Caza, tenencia y venta ilegal de fauna",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-11-21,Web,Maldonado,Tala de Monte Nativo y/o otras especies autóctonas,Sin Dato,Sin Dato,GD-Maldonado,Sin Dato
2023-11-22,Web,Montevideo,"Olores molestos provenientes de comercios, residencias",Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-11-22,Web,Río Negro,Tala de Monte Nativo y/o otras especies autóctonas,Sin Dato,Sin Dato,GD-Río Negro,Sin Dato
2023-11-22,Teléfono,Montevideo,"Olores molestos provenientes de comercios, residencias",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-11-22,Web,Maldonado,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-11-22,Web,Treinta y Tres,"Caza, tenencia y venta ilegal de fauna",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-11-22,Web,Montevideo,Ruidos de comercios y residencias. Otros ruidos,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-11-23,Web,Colonia,Emisiones de chimenea y polvo (material particulado) de industrias,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-11-23,Web,Canelones,Ruidos de comercios y residencias. Otros ruidos,Residuos asimilables a urbanos,Sin Dato,GD-Canelones,Sin Dato
2023-11-24,Web,Canelones,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-11-24,Web,Maldonado,"Vertidos de efluentes de locales comerciales, residencias",Sin Dato,Sin Dato,GD-Maldonado,Sin Dato
2023-11-24,Web,Montevideo,"Olores molestos provenientes de industrias, saneamiento, establecimientos de engorde a corral, vertederos,gestores de residuos, otros",Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-11-24,Web,Montevideo,"Olores molestos provenientes de industrias, saneamiento, establecimientos de engorde a corral, vertederos,gestores de residuos, otros",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-11-24,Web,Montevideo,"Olores molestos provenientes de industrias, saneamiento, establecimientos de engorde a corral, vertederos,gestores de residuos, otros",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-11-25,Web,Maldonado,Ruidos de comercios y residencias. Otros ruidos,Sin Dato,Sin Dato,GD-Maldonado,Sin Dato
2023-11-25,Web,Maldonado,"Olores molestos provenientes de comercios, residencias",Sin Dato,Sin Dato,GD-Maldonado,Sin Dato
2023-11-25,Web,Rocha,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,PNN,Sin Dato
2023-11-26,Web,Maldonado,Ruidos de comercios y residencias. Otros ruidos,Sin Dato,Sin Dato,GD-Maldonado,Sin Dato
2023-11-26,Web,Soriano,Ruidos de comercios y residencias. Otros ruidos,Sin Dato,Sin Dato,GD-Soriano,Sin Dato
2023-11-26,Web,Rocha,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,PNN,Sin Dato
2023-11-27,Web,Canelones,Ruidos de comercios y residencias. Otros ruidos,"Olores molestos provenientes de comercios, residencias",Sin Dato,GD-Canelones,Sin Dato
2023-11-27,Web,Maldonado,Ruidos de industrias,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-11-27,Web,Cerro Largo,"Extracción de minerales en canteras, faja defensa de costas, área fiscal",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-11-27,Web,Cerro Largo,"Extracción de minerales en canteras, faja defensa de costas, área fiscal",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-11-28,Web,Maldonado,"Extracción de minerales en canteras, faja defensa de costas, área fiscal",Ruidos de industrias,Sin Dato,Sin Dato,Sin Dato
2023-11-28,Correo electrónico,Florida,"Olores molestos provenientes de industrias, saneamiento, establecimientos de engorde a corral, vertederos,gestores de residuos, otros",Sin Dato,Sin Dato,GD-Florida,MSP
2023-11-27,Web,Soriano,Emisiones de chimenea y polvo (material particulado) de industrias,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-11-28,Teléfono,Canelones,Otros,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-11-28,Web,Montevideo,"Vertidos de efluentes de locales comerciales, residencias",Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-11-28,Web,Soriano,"Olores molestos provenientes de industrias, saneamiento, establecimientos de engorde a corral, vertederos,gestores de residuos, otros",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-11-28,Web,Cerro Largo,Contaminación por agroquímicos,Sin Dato,Sin Dato,GD-Cerro Largo,Sin Dato
2023-11-28,Web,Canelones,Contaminación cuerpo de agua,Sin Dato,Sin Dato,,Sin Dato
2023-11-28,Web,Maldonado,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Maldonado,Sin Dato
2023-11-29,Web,Maldonado,Tala de Monte Nativo y/o otras especies autóctonas,Sin Dato,Sin Dato,GD-Maldonado,Sin Dato
2023-11-29,Web,Montevideo,Otros,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-11-29,Web,Treinta y Tres,"Vertidos de efluentes de locales comerciales, residencias",Sin Dato,Sin Dato,GD-Treinta y Tres,Sin Dato
2023-11-29,Web,Florida,"Olores molestos provenientes de comercios, residencias",Sin Dato,Sin Dato,GD-Florida,Sin Dato
2023-11-30,Teléfono,Canelones,"Vertidos de efluentes de locales comerciales, residencias",Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-11-30,Web,Rivera,"Caza, tenencia y venta ilegal de fauna",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-11-30,Web,Rivera,"Olores molestos provenientes de comercios, residencias",Sin Dato,Sin Dato,GD-Rivera,Sin Dato
2023-11-30,Web,Montevideo,Ruidos de comercios y residencias. Otros ruidos,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-11-30,Web,Maldonado,Afectación de humedales y/o áreas de interés ecosistémico,Sin Dato,Sin Dato,GD-Maldonado,Sin Dato
2023-11-30,Web,Montevideo,"Emisiones de chimenea hoteles, residencias, comercios",Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-11-30,Web,Maldonado,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-12-01,Web,Rocha,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Rocha,Sin Dato
2023-12-01,Web,Salto,Otros,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-12-01,Web,Rocha,Otros,Sin Dato,Sin Dato,GD-Rocha,Sin Dato
2023-12-02,Web,Montevideo,"Residuos industriales, especiales y otros","Olores molestos provenientes de industrias, saneamiento, establecimientos de engorde a corral, vertederos,gestores de residuos, otros",Sin Dato,Sin Dato,Sin Dato
2023-12-02,Web,Montevideo,Otros,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-12-02,Web,Lavalleja,"Caza, tenencia y venta ilegal de fauna",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-12-03,Web,Montevideo,Ruidos de comercios y residencias. Otros ruidos,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-12-03,Web,Montevideo,Ruidos de comercios y residencias. Otros ruidos,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-12-03,Web,Colonia,Otros,Sin Dato,Sin Dato,GD-Colonia,Sin Dato
2023-12-04,Web,Maldonado,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,PNN,Sin Dato
2023-12-04,Web,Colonia,"Caza, tenencia y venta ilegal de fauna",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-12-04,Web,Maldonado,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,PNN,GD-Maldonado
2023-12-04,Web,Canelones,Tala de Monte Nativo y/o otras especies autóctonas,Sin Dato,Sin Dato,MGAP-Dir. Forestal,Sin Dato
2023-12-05,Teléfono,San José,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-San José,Sin Dato
2023-12-05,Web,Canelones,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-12-05,Web,Canelones,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-12-06,Web,Colonia,Ruidos de comercios y residencias. Otros ruidos,"Emisiones de chimenea hoteles, residencias, comercios",Sin Dato,GD-Colonia,Sin Dato
2023-12-07,Web,Montevideo,Ruidos de comercios y residencias. Otros ruidos,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-12-07,Teléfono,Montevideo,"Residuos industriales, especiales y otros",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-12-07,Web,Rocha,Mortandad de peces,Sin Dato,Sin Dato,MGAP-DINARA,GD-Rocha
2023-12-07,Web,Canelones,Contaminación cuerpo de agua,Sin Dato,Sin Dato,GD-Canelones,DINAGUA
2023-12-07,Web,Rocha,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-12-08,Web,Montevideo,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-12-08,Web,Maldonado,Otros,Sin Dato,Sin Dato,COTRyBA,Sin Dato
2023-12-08,Web,Montevideo,"Emisiones de chimenea hoteles, residencias, comercios",Sin Dato,Sin Dato,MSP,MTSS
2023-12-08,Web,Montevideo,"Caza, tenencia y venta ilegal de fauna",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-12-09,Web,Colonia,Extracción de minerales en alvéo de curso de agua,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-12-08,Web,Soriano,"Olores molestos provenientes de comercios, residencias",Sin Dato,Sin Dato,MGAP-DGSG,Sin Dato
2023-12-10,Web,Canelones,Contaminación cuerpo de agua,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-12-10,Web,Montevideo,Ruidos de comercios y residencias. Otros ruidos,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-12-10,Web,Montevideo,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-12-11,Web,Maldonado,Tala de Monte Nativo y/o otras especies autóctonas,Sin Dato,Sin Dato,PNN,Sin Dato
2023-12-11,Correo electrónico,Maldonado,Actividades en Áreas protegidas no autorizadas,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-12-08,Web,Rocha,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-12-09,Web,Montevideo,Ruidos de comercios y residencias. Otros ruidos,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-12-09,Web,Montevideo,Ruidos de comercios y residencias. Otros ruidos,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-12-09,Web,Maldonado,Ruidos de comercios y residencias. Otros ruidos,Sin Dato,Sin Dato,GD-Maldonado,Sin Dato
2023-12-11,Web,Montevideo,Ruidos de comercios y residencias. Otros ruidos,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-12-12,Web,Canelones,Residuos asimilables a urbanos,"Vertidos de efluentes de locales comerciales, residencias",Contaminación cuerpo de agua,Sin Dato,Sin Dato
2023-12-12,Web,Montevideo,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-12-12,Web,Montevideo,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-12-12,Web,Rocha,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-12-12,Web,Maldonado,Afectación de humedales y/o áreas de interés ecosistémico,Sin Dato,Sin Dato,GD-Maldonado,Sin Dato
2023-12-13,Web,Canelones,Contaminación cuerpo de agua,Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-12-13,Web,Salto,"Caza, tenencia y venta ilegal de fauna",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-12-13,Correo electrónico,Maldonado,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,PNN,GD-Maldonado
2023-12-14,Web,Canelones,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-12-14,Web,Maldonado,Contaminación cuerpo de agua,Sin Dato,Sin Dato,GD-Maldonado,Sin Dato
2023-12-12,Web,Colonia,Emisiones de chimenea y polvo (material particulado) de industrias,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-12-15,Web,Maldonado,Otros,Sin Dato,Sin Dato,PNN,Sin Dato
2023-12-16,Personal,Maldonado,Otros,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-12-16,Web,Canelones,"Olores molestos provenientes de industrias, saneamiento, establecimientos de engorde a corral, vertederos,gestores de residuos, otros",Sin Dato,Sin Dato,OSE,Sin Dato
2023-12-16,Web,Artigas,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Artigas,Sin Dato
2023-12-16,Web,Maldonado,Otros,Sin Dato,Sin Dato,GD-Maldonado,Sin Dato
2023-12-16,Web,Canelones,Otros,Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-12-17,Web,Tacuarembó,"Caza, tenencia y venta ilegal de fauna",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-12-17,Web,Lavalleja,Ruidos de comercios y residencias. Otros ruidos,Sin Dato,Sin Dato,GD-Lavalleja,Sin Dato
2023-12-17,Web,Montevideo,Otros,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-12-17,Web,Montevideo,Otros,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-12-18,Web,Salto,Vertidos de efluentes de saneamiento de Cooperativas de Vivienda,Sin Dato,Sin Dato,OSE,GD-Salto
2023-12-18,Web,Salto,Vertidos de efluentes de saneamiento de Cooperativas de Vivienda,Sin Dato,Sin Dato,OSE,GD-Salto
2023-12-19,Web,Maldonado,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-12-19,Web,Montevideo,"Olores molestos provenientes de industrias, saneamiento, establecimientos de engorde a corral, vertederos,gestores de residuos, otros",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-12-19,Web,Montevideo,"Olores molestos provenientes de industrias, saneamiento, establecimientos de engorde a corral, vertederos,gestores de residuos, otros",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-12-19,Web,Montevideo,"Olores molestos provenientes de industrias, saneamiento, establecimientos de engorde a corral, vertederos,gestores de residuos, otros",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-12-19,Web,Montevideo,"Olores molestos provenientes de industrias, saneamiento, establecimientos de engorde a corral, vertederos,gestores de residuos, otros",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-12-19,Web,Montevideo,"Olores molestos provenientes de industrias, saneamiento, establecimientos de engorde a corral, vertederos,gestores de residuos, otros",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-12-19,Web,Montevideo,"Olores molestos provenientes de industrias, saneamiento, establecimientos de engorde a corral, vertederos,gestores de residuos, otros",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-12-19,Web,Montevideo,Otros,Sin Dato,Sin Dato,MGAP,Sin Dato
2023-12-19,Web,Canelones,Vertidos de efluentes industriales,Sin Dato,Sin Dato,OSE,Sin Dato
2023-12-21,Web,Florida,"Residuos industriales, especiales y otros",Sin Dato,Sin Dato,GD-Florida,Sin Dato
2023-12-21,Web,Florida,Extracción de minerales en alvéo de curso de agua,Sin Dato,Sin Dato,DINAGUA,MTOP-DNH
2023-12-21,Web,Montevideo,Ruidos de comercios y residencias. Otros ruidos,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-12-21,Web,Maldonado,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Maldonado,Sin Dato
2023-12-22,Web,Canelones,"Vertidos de efluentes de locales comerciales, residencias",Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-12-22,Correo electrónico,Montevideo,Ruidos de comercios y residencias. Otros ruidos,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-12-24,Web,Paysandú,Ruidos de comercios y residencias. Otros ruidos,Sin Dato,Sin Dato,GD-Paysandú,Sin Dato
2023-12-24,Web,Montevideo,"Caza, tenencia y venta ilegal de fauna",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-12-25,Web,Lavalleja,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Lavalleja,Sin Dato
2023-12-25,Web,Soriano,Ruidos de comercios y residencias. Otros ruidos,Sin Dato,Sin Dato,GD-Soriano,Sin Dato
2023-12-25,Web,Maldonado,"Olores molestos provenientes de comercios, residencias",Sin Dato,Sin Dato,GD-Maldonado,Sin Dato
2023-12-25,Web,Maldonado,Ruidos de comercios y residencias. Otros ruidos,Sin Dato,Sin Dato,GD-Maldonado,Sin Dato
2023-12-25,Web,Rocha,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-12-26,Web,Maldonado,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-12-23,Web,Maldonado,Vertidos de efluentes industriales,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-12-26,Web,Paysandú,Otros,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-12-26,Web,Maldonado,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-12-26,Web,Canelones,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-12-26,Web,Montevideo,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-12-26,Web,Florida,"Caza, tenencia y venta ilegal de fauna",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-12-28,Web,Maldonado,Ruidos de comercios y residencias. Otros ruidos,Sin Dato,Sin Dato,GD-Maldonado,Sin Dato
2023-12-28,Web,N/A - (No aplica),Ruidos de comercios y residencias. Otros ruidos,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-12-28,Web,N/A - (No aplica),"Olores molestos provenientes de comercios, residencias",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-12-28,Web,Florida,Otros,Sin Dato,Sin Dato,GD-Florida,Sin Dato
2023-12-28,Web,Maldonado,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-12-30,Web,Maldonado,Ruidos de comercios y residencias. Otros ruidos,Sin Dato,Sin Dato,GD-Maldonado,Sin Dato
2023-12-30,Web,Soriano,Ruidos de comercios y residencias. Otros ruidos,Sin Dato,Sin Dato,GD-Soriano,Sin Dato
2023-12-30,Web,Montevideo,Otros,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-12-30,Web,Montevideo,Contaminación cuerpo de agua,Sin Dato,Sin Dato,GD-Montevideo,PNN
2023-12-31,Web,Durazno,"Olores molestos provenientes de comercios, residencias",Sin Dato,Sin Dato,GD-Durazno,Sin Dato
2023-12-31,Web,Canelones,Contaminación cuerpo de agua,Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-12-31,Web,Montevideo,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
